date,open,high,low,close,volume,dividend_amount,split_factor,DGS3MO,calendar_days_to_next,cash_return_to_next
2010-02-08,106.74,107.33,105.8099,105.89,224166800.0,0.0,1.0,0.1,1,2.7383608263154e-06
2010-02-09,107.13,108.15,106.27,107.22,337820400.0,0.0,1.0,0.12,1,3.285705604705313e-06
2010-02-10,107.05,107.6,106.11,107.01,240511500.0,0.0,1.0,0.12,1,3.285705604705313e-06
2010-02-11,106.87,108.25,106.25,108.13,223591600.0,0.0,1.0,0.11,1,3.0120468466066086e-06
2010-02-12,106.99,108.1012,106.51,108.04,304622000.0,0.0,1.0,0.11,4,1.204824182110542e-05
2010-02-16,108.86,109.85,107.821,109.74,159317400.0,0.0,1.0,0.1,1,2.7383608263154e-06
2010-02-17,110.27,110.41,109.74,110.26,168845100.0,0.0,1.0,0.1,1,2.7383608263154e-06
2010-02-18,110.08,111.14,110.035,110.91,193708500.0,0.0,1.0,0.1,1,2.7383608263154e-06
2010-02-19,110.62,111.57,110.36,111.14,222684800.0,0.0,1.0,0.1,3,8.21510497450717e-06
2010-02-22,111.55,111.58,110.83,111.16,132346800.0,0.0,1.0,0.11,1,3.0120468466066086e-06
2010-02-23,110.86,111.2,109.52,109.81,207496900.0,0.0,1.0,0.11,1,3.0120468466066086e-06
2010-02-24,110.14,111.0,109.86,110.82,176350600.0,0.0,1.0,0.12,1,3.285705604705313e-06
2010-02-25,109.24,110.75,108.94,110.67,259634700.0,0.0,1.0,0.12,1,3.285705604705313e-06
2010-02-26,110.77,111.12,110.11,110.74,173589200.0,0.0,1.0,0.13,3,1.0678049324752692e-05
2010-03-01,111.2,112.0,111.17,111.89,147709600.0,0.0,1.0,0.13,1,3.5593371059405854e-06
2010-03-02,112.37,112.74,112.0,112.2,160992400.0,0.0,1.0,0.13,1,3.5593371059405854e-06
2010-03-03,112.49,112.97,112.02,112.3,150784900.0,0.0,1.0,0.14,1,3.83294135586354e-06
2010-03-04,112.45,112.8,112.03,112.641,135770400.0,0.0,1.0,0.14,1,3.83294135586354e-06
2010-03-05,113.37,114.34,113.1,114.25,176118700.0,0.0,1.0,0.14,3,1.1498868141890384e-05
2010-03-08,114.26,114.52,114.07,114.27,114631100.0,0.0,1.0,0.15,1,4.106518359803246e-06
2010-03-09,113.93,114.99,113.87,114.46,154556700.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-03-10,114.51,115.275,114.41,114.97,186088800.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-03-11,114.7,115.48,114.35,115.45,160875900.0,0.0,1.0,0.15,1,4.106518359803246e-06
2010-03-12,115.95,115.97,115.14,115.46,162074700.0,0.0,1.0,0.16,3,1.3140261924560193e-05
2010-03-15,115.26,115.575,114.6,115.49,146816800.0,0.0,1.0,0.15,1,4.106518359803246e-06
2010-03-16,115.81,116.52,115.49,116.41,168673000.0,0.0,1.0,0.17,1,4.653590651493289e-06
2010-03-17,116.76,117.48,116.4198,117.1,177468100.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-03-18,117.11,117.27,116.57,117.0375,196509100.0,0.0,1.0,0.15,1,4.106518359803246e-06
2010-03-19,116.96,117.293,115.52,115.97,226641100.0,0.48038,1.0,0.16,3,1.3140261924560193e-05
2010-03-22,115.31,116.8,115.24,116.5925,184477700.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-03-23,116.76,117.51,116.38,117.41,182941600.0,0.0,1.0,0.15,1,4.106518359803246e-06
2010-03-24,116.97,117.4264,115.58,116.84,196183300.0,0.0,1.0,0.14,1,3.83294135586354e-06
2010-03-25,117.63,118.1666,116.51,116.65,223396200.0,0.0,1.0,0.14,1,3.83294135586354e-06
2010-03-26,116.87,117.42,116.12,116.582,205808500.0,0.0,1.0,0.14,3,1.1498868141890384e-05
2010-03-29,117.1699,117.53,116.6886,117.32,134513500.0,0.0,1.0,0.14,1,3.83294135586354e-06
2010-03-30,117.46,117.83,116.91,117.4,145772400.0,0.0,1.0,0.15,1,4.106518359803246e-06
2010-03-31,116.95,117.52,116.61,117.0,161078700.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-04-01,117.8,118.25,117.1,117.8,161215200.0,0.0,1.0,0.16,4,1.7520387602942833e-05
2010-04-05,118.25,118.84,117.92,118.76,105847600.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-04-06,118.42,119.25,118.29,119.04,110384100.0,0.0,1.0,0.18,1,4.927085950123811e-06
2010-04-07,118.8,119.3567,117.81,118.36,184576300.0,0.0,1.0,0.17,1,4.653590651493289e-06
2010-04-08,117.95,118.97,117.6,118.7725,158704000.0,0.0,1.0,0.17,1,4.653590651493289e-06
2010-04-09,119.02,119.6,118.8,119.55,133006500.0,0.0,1.0,0.17,3,1.3960836922066733e-05
2010-04-12,119.7,120.05,119.56,119.74,110278900.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-04-13,119.62,120.04,119.0,119.83,125125100.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-04-14,120.27,121.19,120.08,121.19,161609000.0,0.0,1.0,0.16,1,4.380068123088776e-06
2010-04-15,120.99,121.5654,120.95,121.29,144615200.0,0.0,1.0,0.16,1,4.380068123088776e-06
