permno,hdrcusip,permco,siccd,nasdissuno,yyyymmdd,sharetype,securitytype,securitysubtype,usincflg,issuertype,primaryexch,conditionaltype,tradingstatusflg,dlycaldt,dlydelflg,dlyprc,dlyprcflg,dlycap,dlycapflg,dlyprevprc,dlyprevprcflg,dlyprevdt,dlyprevcap,dlyprevcapflg,dlyret,dlyretx,dlyreti,dlyretmissflg,dlyretdurflg,dlyorddivamt,dlynonorddivamt,dlyfacprc,dlydistretflg,dlyvol,dlyclose,dlylow,dlyhigh,dlybid,dlyask,dlyopen,dlynumtrd,dlymmcnt,dlyprcvol,dlycumfacpr,dlycumfacshr,cusip,ticker,exchangetier,shrout
89468,46428743,37493,6726,38424,20240812,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-12,N,96.61,TR,60043115.0,BP,96.26,TR,2024-08-09,59479054.0,PB,0.003636,0.003636,0.0,NA,D3,0.0,0.0,1.0,NO,23898323.0,96.61,95.88,96.82,96.61,96.62,96.03,99285,42,2308816985.0,1.0,1.0,46428743,TLT,G,621500
89468,46428743,37493,6726,38424,20240813,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-13,N,97.28,TR,60712448.0,BP,96.61,TR,2024-08-12,60043115.0,PB,0.006935,0.006935,0.0,NA,D1,0.0,0.0,1.0,NO,29938301.0,97.28,96.98,97.36,97.27,97.28,97.3,112145,42,2912397921.3,1.0,1.0,46428743,TLT,G,624100
89468,46428743,37493,6726,38424,20240814,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-14,N,97.89,TR,61396608.0,BP,97.28,TR,2024-08-13,60712448.0,PB,0.006271,0.006271,0.0,NA,D1,0.0,0.0,1.0,NO,30997122.0,97.89,97.5082,98.16,97.9,97.91,97.55,107728,42,3034308272.6,1.0,1.0,46428743,TLT,G,627200
89468,46428743,37493,6726,38424,20240815,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-15,N,97.1,TR,60978800.0,BP,97.89,TR,2024-08-14,61396608.0,PB,-0.00807,-0.00807,0.0,NA,D1,0.0,0.0,1.0,NO,38098552.0,97.1,96.21,97.1,97.07,97.08,96.405,142914,42,3699369399.2,1.0,1.0,46428743,TLT,G,628000
89468,46428743,37493,6726,38424,20240816,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-16,N,97.44,TR,61143600.0,BP,97.1,TR,2024-08-15,60978800.0,PB,0.003502,0.003502,0.0,NA,D1,0.0,0.0,1.0,NO,28029237.0,97.44,97.01,97.5399,97.41,97.42,97.44,99864,42,2731168853.3,1.0,1.0,46428743,TLT,G,627500
89468,46428743,37493,6726,38424,20240819,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-19,N,97.89,TR,62140572.0,BP,97.44,TR,2024-08-16,61143600.0,PB,0.004618,0.004618,0.0,NA,D3,0.0,0.0,1.0,NO,24983532.0,97.89,97.405,98.155,97.89,97.9,97.42,99532,42,2445637947.5,1.0,1.0,46428743,TLT,G,634800
89468,46428743,37493,6726,38424,20240820,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-20,N,98.67,TR,62882391.0,BP,97.89,TR,2024-08-19,62140572.0,PB,0.007968,0.007968,0.0,NA,D1,0.0,0.0,1.0,NO,24995978.0,98.67,98.12,98.855,98.69,98.7,98.32,94561,42,2466353149.3,1.0,1.0,46428743,TLT,G,637300
89468,46428743,37493,6726,38424,20240821,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-21,N,98.73,TR,63029232.0,BP,98.67,TR,2024-08-20,62882391.0,PB,0.000608,0.000608,0.0,NA,D1,0.0,0.0,1.0,NO,29036339.0,98.73,98.21,99.2,98.71,98.72,98.67,126740,42,2866757749.5,1.0,1.0,46428743,TLT,G,638400
89468,46428743,37493,6726,38424,20240822,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-22,N,97.75,TR,62237425.0,BP,98.73,TR,2024-08-21,63029232.0,PB,-0.009926,-0.009926,0.0,NA,D1,0.0,0.0,1.0,NO,32808053.0,97.75,97.43,98.3,97.75,97.77,98.23,125999,42,3206987180.8,1.0,1.0,46428743,TLT,G,636700
89468,46428743,37493,6726,38424,20240823,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-23,N,98.39,TR,62615396.0,BP,97.75,TR,2024-08-22,62237425.0,PB,0.006547,0.006547,0.0,NA,D1,0.0,0.0,1.0,NO,31625741.0,98.39,97.96,98.67,98.38,98.39,98.19,122530,42,3111656657.0,1.0,1.0,46428743,TLT,G,636400
89468,46428743,37493,6726,38424,20240826,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-26,N,98.14,TR,62024480.0,BP,98.39,TR,2024-08-23,62615396.0,PB,-0.002541,-0.002541,0.0,NA,D3,0.0,0.0,1.0,NO,22981324.0,98.14,98.08,98.6975,98.13,98.14,98.69,88875,42,2255387137.4,1.0,1.0,46428743,TLT,G,632000
89468,46428743,37493,6726,38424,20240827,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-27,N,97.97,TR,62015010.0,BP,98.14,TR,2024-08-26,62024480.0,PB,-0.001732,-0.001732,0.0,NA,D1,0.0,0.0,1.0,NO,21210549.0,97.97,97.41,98.08,97.95,97.97,97.49,94960,42,2077997485.5,1.0,1.0,46428743,TLT,G,633000
89468,46428743,37493,6726,38424,20240828,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-28,N,97.85,TR,62154320.0,BP,97.97,TR,2024-08-27,62015010.0,PB,-0.001225,-0.001225,0.0,NA,D1,0.0,0.0,1.0,NO,18374486.0,97.85,97.725,98.2,97.87,97.88,98.01,72600,42,1797943455.1,1.0,1.0,46428743,TLT,G,635200
89468,46428743,37493,6726,38424,20240829,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-29,N,97.53,TR,62653272.0,BP,97.85,TR,2024-08-28,62154320.0,PB,-0.00327,-0.00327,0.0,NA,D1,0.0,0.0,1.0,NO,24807099.0,97.53,97.125,97.64,97.5,97.51,97.37,92091,42,2419436365.5,1.0,1.0,46428743,TLT,G,642400
89468,46428743,37493,6726,38424,20240830,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-08-30,N,96.49,TR,61792196.0,BP,97.53,TR,2024-08-29,62653272.0,PB,-0.010663,-0.010663,0.0,NA,D1,0.0,0.0,1.0,NO,41942431.0,96.49,96.47,97.985,96.53,96.55,97.68,142038,42,4047025167.2,1.0,1.0,46428743,TLT,G,640400
89468,46428743,37493,6726,38424,20240903,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-03,N,97.75,TR,62501350.0,BP,96.49,TR,2024-08-30,61792196.0,PB,0.0163,0.013058,0.003242,NA,D4,0.312782,0.0,1.0,C1,48404601.0,97.75,97.42,98.06,97.78,97.78,97.56,168267,42,4731549747.8,1.0,1.0,46428743,TLT,G,639400
89468,46428743,37493,6726,38424,20240904,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-04,N,99.01,TR,63207984.0,BP,97.75,TR,2024-09-03,62501350.0,PB,0.01289,0.01289,0.0,NA,D1,0.0,0.0,1.0,NO,40330174.0,99.01,97.81,99.03,98.97,98.99,97.88,136615,42,3993090527.7,1.0,1.0,46428743,TLT,G,638400
89468,46428743,37493,6726,38424,20240905,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-05,N,99.57,TR,63346434.0,BP,99.01,TR,2024-09-04,63207984.0,PB,0.005656,0.005656,0.0,NA,D1,0.0,0.0,1.0,NO,46824732.0,99.57,98.775,99.6787,99.54,99.55,99.34,145497,42,4662338565.2,1.0,1.0,46428743,TLT,G,636200
89468,46428743,37493,6726,38424,20240906,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-06,N,99.56,TR,63409764.0,BP,99.57,TR,2024-09-05,63346434.0,PB,-0.0001,-0.0001,0.0,NA,D1,0.0,0.0,1.0,NO,56826525.0,99.56,99.1901,100.78,99.58,99.59,99.55,212629,42,5657648829.0,1.0,1.0,46428743,TLT,G,636900
89468,46428743,37493,6726,38424,20240909,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-09,N,99.99,TR,63743625.0,BP,99.56,TR,2024-09-06,63409764.0,PB,0.004319,0.004319,0.0,NA,D3,0.0,0.0,1.0,NO,27170930.0,99.99,99.16,100.1,99.97,99.98,99.4,104145,41,2716821290.7,1.0,1.0,46428743,TLT,G,637500
89468,46428743,37493,6726,38424,20240910,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-10,N,100.69,TR,64149599.0,BP,99.99,TR,2024-09-09,63743625.0,PB,0.007001,0.007001,0.0,NA,D1,0.0,0.0,1.0,NO,31451496.0,100.69,99.82,100.91,100.66,100.67,99.87,125704,41,3166851132.2,1.0,1.0,46428743,TLT,G,637100
89468,46428743,37493,6726,38424,20240911,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-11,N,100.61,TR,63927594.0,BP,100.69,TR,2024-09-10,64149599.0,PB,-0.000795,-0.000795,0.0,NA,D1,0.0,0.0,1.0,NO,39069715.0,100.61,100.35,101.235,100.58,100.6,100.49,147039,41,3930804026.2,1.0,1.0,46428743,TLT,G,635400
89468,46428743,37493,6726,38424,20240912,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-12,N,100.14,TR,63468732.0,BP,100.61,TR,2024-09-11,63927594.0,PB,-0.004672,-0.004672,0.0,NA,D1,0.0,0.0,1.0,NO,41257756.0,100.14,99.69,100.55,100.12,100.14,100.36,134615,41,4131551685.8,1.0,1.0,46428743,TLT,G,633800
89468,46428743,37493,6726,38424,20240913,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-13,N,100.41,TR,63559530.0,BP,100.14,TR,2024-09-12,63468732.0,PB,0.002696,0.002696,0.0,NA,D1,0.0,0.0,1.0,NO,25478691.0,100.41,100.02,100.61,100.39,100.4,100.46,94830,41,2558315363.3,1.0,1.0,46428743,TLT,G,633000
89468,46428743,37493,6726,38424,20240916,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-16,N,101.33,TR,64567476.0,BP,100.41,TR,2024-09-13,63559530.0,PB,0.009162,0.009162,0.0,NA,D3,0.0,0.0,1.0,NO,30436775.0,101.33,100.41,101.37,101.3,101.31,100.63,110280,41,3084158410.8,1.0,1.0,46428743,TLT,G,637200
89468,46428743,37493,6726,38424,20240917,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-17,N,100.84,TR,63922476.0,BP,101.33,TR,2024-09-16,64567476.0,PB,-0.004836,-0.004836,0.0,NA,D1,0.0,0.0,1.0,NO,31074525.0,100.84,100.74,101.64,100.82,100.83,101.47,121703,41,3133555101.0,1.0,1.0,46428743,TLT,G,633900
89468,46428743,37493,6726,38424,20240918,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-18,N,99.59,TR,62781536.0,BP,100.84,TR,2024-09-17,63922476.0,PB,-0.012396,-0.012396,0.0,NA,D1,0.0,0.0,1.0,NO,48395633.0,99.59,99.54,100.7266,99.6,99.61,100.24,204322,41,4819721090.5,1.0,1.0,46428743,TLT,G,630400
89468,46428743,37493,6726,38424,20240919,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-19,N,99.26,TR,62315428.0,BP,99.59,TR,2024-09-18,62781536.0,PB,-0.003314,-0.003314,0.0,NA,D1,0.0,0.0,1.0,NO,39478161.0,99.26,98.77,99.31,99.25,99.26,98.92,178434,41,3918602260.9,1.0,1.0,46428743,TLT,G,627800
89468,46428743,37493,6726,38424,20240920,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-20,N,98.88,TR,61533024.0,BP,99.26,TR,2024-09-19,62315428.0,PB,-0.003828,-0.003828,0.0,NA,D1,0.0,0.0,1.0,NO,36216236.0,98.88,98.72,99.245,98.91,98.92,98.99,127581,41,3581061415.7,1.0,1.0,46428743,TLT,G,622300
89468,46428743,37493,6726,38424,20240923,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-23,N,98.67,TR,61402341.0,BP,98.88,TR,2024-09-20,61533024.0,PB,-0.002124,-0.002124,0.0,NA,D3,0.0,0.0,1.0,NO,35156542.0,98.67,98.02,99.09,98.69,98.7,98.5,139849,41,3468895999.1,1.0,1.0,46428743,TLT,G,622300
89468,46428743,37493,6726,38424,20240924,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-24,N,98.65,TR,61005160.0,BP,98.67,TR,2024-09-23,61402341.0,PB,-0.000203,-0.000203,0.0,NA,D1,0.0,0.0,1.0,NO,31296902.0,98.65,97.85,98.89,98.68,98.69,98.0,125859,41,3087439382.3,1.0,1.0,46428743,TLT,G,618400
89468,46428743,37493,6726,38424,20240925,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-25,N,97.83,TR,60468723.0,BP,98.65,TR,2024-09-24,61005160.0,PB,-0.008312,-0.008312,0.0,NA,D1,0.0,0.0,1.0,NO,36276362.0,97.83,97.79,98.32,97.82,97.83,98.26,126666,41,3548916494.5,1.0,1.0,46428743,TLT,G,618100
89468,46428743,37493,6726,38424,20240926,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-26,N,98.06,TR,60591274.0,BP,97.83,TR,2024-09-25,60468723.0,PB,0.002351,0.002351,0.0,NA,D1,0.0,0.0,1.0,NO,33617945.0,98.06,97.42,98.245,98.07,98.08,98.07,110976,41,3296575686.7,1.0,1.0,46428743,TLT,G,617900
89468,46428743,37493,6726,38424,20240927,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-27,N,98.57,TR,61340111.0,BP,98.06,TR,2024-09-26,60591274.0,PB,0.005201,0.005201,0.0,NA,D1,0.0,0.0,1.0,NO,27931090.0,98.57,98.21,98.755,98.56,98.57,98.54,102961,41,2753167541.3,1.0,1.0,46428743,TLT,G,622300
89468,46428743,37493,6726,38424,20240930,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-09-30,N,98.1,TR,60812190.0,BP,98.57,TR,2024-09-27,61340111.0,PB,-0.004768,-0.004768,0.0,NA,D3,0.0,0.0,1.0,NO,33885187.0,98.1,97.8839,98.71,98.11,98.13,98.64,138641,41,3324136844.7,1.0,1.0,46428743,TLT,G,619900
89468,46428743,37493,6726,38424,20241001,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-01,N,98.49,TR,61024404.0,BP,98.1,TR,2024-09-30,60812190.0,PB,0.007194,0.003976,0.003219,NA,D1,0.315755,0.0,1.0,C1,44916117.0,98.49,98.385,99.33,98.49,98.5,98.8,177197,41,4423788363.3,1.0,1.0,46428743,TLT,G,619600
89468,46428743,37493,6726,38424,20241002,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-02,N,97.66,TR,60529668.0,BP,98.49,TR,2024-10-01,61024404.0,PB,-0.008427,-0.008427,0.0,NA,D1,0.0,0.0,1.0,NO,35442610.0,97.66,97.06,97.73,97.68,97.69,97.36,137027,41,3461325292.6,1.0,1.0,46428743,TLT,G,619800
89468,46428743,37493,6726,38424,20241003,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-03,N,96.74,TR,59882060.0,BP,97.66,TR,2024-10-02,60529668.0,PB,-0.00942,-0.00942,0.0,NA,D1,0.0,0.0,1.0,NO,39259864.0,96.74,96.74,97.51,96.76,96.77,97.34,141448,41,3797999243.4,1.0,1.0,46428743,TLT,G,619000
89468,46428743,37493,6726,38424,20241004,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-04,N,95.55,TR,59269665.0,BP,96.74,TR,2024-10-03,59882060.0,PB,-0.012301,-0.012301,0.0,NA,D1,0.0,0.0,1.0,NO,56243892.0,95.55,95.4,95.96,95.51,95.53,95.44,209381,41,5374103880.6,1.0,1.0,46428743,TLT,G,620300
89468,46428743,37493,6726,38424,20241007,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-07,N,94.83,TR,58974777.0,BP,95.55,TR,2024-10-04,59269665.0,PB,-0.007535,-0.007535,0.0,NA,D3,0.0,0.0,1.0,NO,41954502.0,94.83,94.76,95.2672,94.86,94.88,94.98,163047,41,3978545424.7,1.0,1.0,46428743,TLT,G,621900
89468,46428743,37493,6726,38424,20241008,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-08,N,94.99,TR,58988790.0,BP,94.83,TR,2024-10-07,58974777.0,PB,0.001687,0.001687,0.0,NA,D1,0.0,0.0,1.0,NO,33394415.0,94.99,94.335,95.03,95.02,95.03,94.39,130700,42,3172135480.8,1.0,1.0,46428743,TLT,G,621000
89468,46428743,37493,6726,38424,20241009,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-09,N,94.45,TR,58984025.0,BP,94.99,TR,2024-10-08,58988790.0,PB,-0.005685,-0.005685,0.0,NA,D1,0.0,0.0,1.0,NO,35401990.0,94.45,94.23,94.905,94.45,94.46,94.67,120456,42,3343717955.5,1.0,1.0,46428743,TLT,G,624500
89468,46428743,37493,6726,38424,20241010,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-10,N,94.08,TR,58865856.0,BP,94.45,TR,2024-10-09,58984025.0,PB,-0.003917,-0.003917,0.0,NA,D1,0.0,0.0,1.0,NO,53122767.0,94.08,93.41,94.09,94.06,94.07,93.88,187323,42,4997789919.4,1.0,1.0,46428743,TLT,G,625700
89468,46428743,37493,6726,38424,20241011,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-11,N,93.7,TR,58862340.0,BP,94.08,TR,2024-10-10,58865856.0,PB,-0.004039,-0.004039,0.0,NA,D1,0.0,0.0,1.0,NO,27166832.0,93.7,93.422,94.0656,93.74,93.75,93.48,106701,42,2545532158.4,1.0,1.0,46428743,TLT,G,628200
89468,46428743,37493,6726,38424,20241014,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-14,N,93.765,TR,58903173.0,BP,93.7,TR,2024-10-11,58862340.0,PB,0.000694,0.000694,0.0,NA,D3,0.0,0.0,1.0,NO,28380380.0,93.765,92.98,93.78,93.76,93.77,93.04,112330,42,2661086330.7,1.0,1.0,46428743,TLT,G,628200
89468,46428743,37493,6726,38424,20241015,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-15,N,94.91,TR,61302369.0,BP,93.765,TR,2024-10-14,58903173.0,PB,0.012211,0.012211,0.0,NA,D1,0.0,0.0,1.0,NO,45938126.0,94.91,94.3736,95.0,94.94,94.95,94.46,135029,42,4359987538.7,1.0,1.0,46428743,TLT,G,645900
89468,46428743,37493,6726,38424,20241016,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-16,N,95.31,TR,61684632.0,BP,94.91,TR,2024-10-15,61302369.0,PB,0.004215,0.004215,0.0,NA,D1,0.0,0.0,1.0,NO,32579915.0,95.31,95.14,95.62,95.29,95.3,95.39,103405,42,3105191698.7,1.0,1.0,46428743,TLT,G,647200
89468,46428743,37493,6726,38424,20241017,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-17,N,93.8,TR,60350920.0,BP,95.31,TR,2024-10-16,61684632.0,PB,-0.015843,-0.015843,0.0,NA,D1,0.0,0.0,1.0,NO,42757126.0,93.8,93.6701,94.44,93.8,93.81,94.29,144800,42,4010618418.8,1.0,1.0,46428743,TLT,G,643400
89468,46428743,37493,6726,38424,20241018,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-18,N,93.87,TR,60424119.0,BP,93.8,TR,2024-10-17,60350920.0,PB,0.000746,0.000746,0.0,NA,D1,0.0,0.0,1.0,NO,24964355.0,93.87,93.86,94.28,93.87,93.89,94.05,88473,42,2343404003.8,1.0,1.0,46428743,TLT,G,643700
89468,46428743,37493,6726,38424,20241021,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-21,N,92.23,TR,59183991.0,BP,93.87,TR,2024-10-18,60424119.0,PB,-0.017471,-0.017471,0.0,NA,D3,0.0,0.0,1.0,NO,48771544.0,92.23,92.23,93.09,92.25,92.26,93.02,170005,41,4498199503.1,1.0,1.0,46428743,TLT,G,641700
89468,46428743,37493,6726,38424,20241022,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-22,N,92.32,TR,58909392.0,BP,92.23,TR,2024-10-21,59183991.0,PB,0.000976,0.000976,0.0,NA,D1,0.0,0.0,1.0,NO,31886000.0,92.32,92.091,92.76,92.32,92.33,92.65,113626,42,2943715520.0,1.0,1.0,46428743,TLT,G,638100
89468,46428743,37493,6726,38424,20241023,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-23,N,92.07,TR,58980042.0,BP,92.32,TR,2024-10-22,58909392.0,PB,-0.002708,-0.002708,0.0,NA,D1,0.0,0.0,1.0,NO,33132105.0,92.07,91.6601,92.37,92.1,92.11,91.84,125421,42,3050472907.3,1.0,1.0,46428743,TLT,G,640600
89468,46428743,37493,6726,38424,20241024,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-24,N,92.66,TR,59487720.0,BP,92.07,TR,2024-10-23,58980042.0,PB,0.006408,0.006408,0.0,NA,D1,0.0,0.0,1.0,NO,32054305.0,92.66,91.96,93.0,92.65,92.66,92.23,114316,42,2970151901.3,1.0,1.0,46428743,TLT,G,642000
89468,46428743,37493,6726,38424,20241025,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-25,N,92.14,TR,58923530.0,BP,92.66,TR,2024-10-24,59487720.0,PB,-0.005612,-0.005612,0.0,NA,D1,0.0,0.0,1.0,NO,28472185.0,92.14,92.02,93.0375,92.14,92.15,92.99,103636,42,2623427125.9,1.0,1.0,46428743,TLT,G,639500
89468,46428743,37493,6726,38424,20241028,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-28,N,91.89,TR,58635009.0,BP,92.14,TR,2024-10-25,58923530.0,PB,-0.002713,-0.002713,0.0,NA,D3,0.0,0.0,1.0,NO,33036552.0,91.89,91.415,92.29,91.9,91.91,92.27,123921,42,3035728763.3,1.0,1.0,46428743,TLT,G,638100
89468,46428743,37493,6726,38424,20241029,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-29,N,92.03,TR,59617034.0,BP,91.89,TR,2024-10-28,58635009.0,PB,0.001524,0.001524,0.0,NA,D1,0.0,0.0,1.0,NO,46102885.0,92.03,90.9837,92.06,92.03,92.04,91.17,163622,42,4242848506.6,1.0,1.0,46428743,TLT,G,647800
89468,46428743,37493,6726,38424,20241030,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-30,N,92.3,TR,60022690.0,BP,92.03,TR,2024-10-29,59617034.0,PB,0.002934,0.002934,0.0,NA,D1,0.0,0.0,1.0,NO,41648859.0,92.3,92.16,93.285,92.31,92.32,92.84,153036,42,3844189685.7,1.0,1.0,46428743,TLT,G,650300
89468,46428743,37493,6726,38424,20241031,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-10-31,N,92.45,TR,60443810.0,BP,92.3,TR,2024-10-30,60022690.0,PB,0.001625,0.001625,0.0,NA,D1,0.0,0.0,1.0,NO,51376673.0,92.45,91.87,92.94,92.45,92.47,92.2,165105,42,4749773418.9,1.0,1.0,46428743,TLT,G,653800
89468,46428743,37493,6726,38424,20241101,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-01,N,90.84,TR,59681880.0,BP,92.45,TR,2024-10-31,60443810.0,PB,-0.014056,-0.017415,0.003359,NA,D1,0.310541,0.0,1.0,C1,79947948.0,90.84,90.8,92.515,90.85,90.86,92.26,233972,42,7262471596.3,1.0,1.0,46428743,TLT,G,657000
89468,46428743,37493,6726,38424,20241104,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-04,N,92.25,TR,59861025.0,BP,90.84,TR,2024-11-01,59681880.0,PB,0.015522,0.015522,0.0,NA,D3,0.0,0.0,1.0,NO,50004243.0,92.25,91.63,92.57,92.23,92.24,92.28,161474,42,4612891416.8,1.0,1.0,46428743,TLT,G,648900
89468,46428743,37493,6726,38424,20241105,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-05,N,92.74,TR,60225356.0,BP,92.25,TR,2024-11-04,59861025.0,PB,0.005312,0.005312,0.0,NA,D1,0.0,0.0,1.0,NO,47338395.0,92.74,91.6,92.9,92.7,92.71,92.03,154513,42,4390162752.3,1.0,1.0,46428743,TLT,G,649400
89468,46428743,37493,6726,38424,20241106,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-06,N,90.2,TR,59649260.0,BP,92.74,TR,2024-11-05,60225356.0,PB,-0.027388,-0.027388,0.0,NA,D1,0.0,0.0,1.0,NO,97655483.0,90.2,89.5545,90.72,90.22,90.23,89.64,335208,42,8808524566.6,1.0,1.0,46428743,TLT,G,661300
89468,46428743,37493,6726,38424,20241107,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-07,N,91.33,TR,62031336.0,BP,90.2,TR,2024-11-06,59649260.0,PB,0.012528,0.012528,0.0,NA,D1,0.0,0.0,1.0,NO,55917899.0,91.33,90.65,91.62,91.31,91.32,90.75,193508,42,5106981715.7,1.0,1.0,46428743,TLT,G,679200
89468,46428743,37493,6726,38424,20241108,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-08,N,92.49,TR,62255019.0,BP,91.33,TR,2024-11-07,62031336.0,PB,0.012701,0.012701,0.0,NA,D1,0.0,0.0,1.0,NO,56321793.0,92.49,91.84,92.5955,92.47,92.48,92.0,179957,42,5209202634.6,1.0,1.0,46428743,TLT,G,673100
89468,46428743,37493,6726,38424,20241111,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-11,N,92.04,TR,61648392.0,BP,92.49,TR,2024-11-08,62255019.0,PB,-0.004865,-0.004865,0.0,NA,D3,0.0,0.0,1.0,NO,22149260.0,92.04,91.62,92.295,92.03,92.04,92.25,95039,42,2038617890.4,1.0,1.0,46428743,TLT,G,669800
89468,46428743,37493,6726,38424,20241112,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-12,N,90.66,TR,59536422.0,BP,92.04,TR,2024-11-11,61648392.0,PB,-0.014994,-0.014994,0.0,NA,D1,0.0,0.0,1.0,NO,57229653.0,90.66,90.51,91.85,90.66,90.67,91.37,152043,42,5188440341.0,1.0,1.0,46428743,TLT,G,656700
89468,46428743,37493,6726,38424,20241113,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-13,N,89.8,TR,59097380.0,BP,90.66,TR,2024-11-12,59536422.0,PB,-0.009486,-0.009486,0.0,NA,D1,0.0,0.0,1.0,NO,48418240.0,89.8,89.72,91.54,89.84,89.86,91.515,179333,42,4347957952.0,1.0,1.0,46428743,TLT,G,658100
89468,46428743,37493,6726,38424,20241114,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-14,N,90.32,TR,58211240.0,BP,89.8,TR,2024-11-13,59097380.0,PB,0.005791,0.005791,0.0,NA,D1,0.0,0.0,1.0,NO,52676036.0,90.32,90.27,91.025,90.34,90.35,90.56,145928,42,4757699571.5,1.0,1.0,46428743,TLT,G,644500
89468,46428743,37493,6726,38424,20241115,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-15,N,90.08,TR,57480048.0,BP,90.32,TR,2024-11-14,58211240.0,PB,-0.002657,-0.002657,0.0,NA,D1,0.0,0.0,1.0,NO,73175506.0,90.08,89.51,90.65,90.08,90.1,89.915,185698,42,6591649580.5,1.0,1.0,46428743,TLT,G,638100
89468,46428743,37493,6726,38424,20241118,NS,FUND,ETF,Y,ACOR,Q,RW,A,2024-11-18,N,90.24,TR,57491904.0,BP,90.08,TR,2024-11-15,57480048.0,PB,0.001776,0.001776,0.0,NA,D3,0.0,0.0,1.0,NO,35669191.0,90.24,89.424,90.59,90.23,90.24,89.66,119730,42,3218787795.8,1.0,1.0,46428743,TLT,G,637100
