permno,hdrcusip,permco,siccd,nasdissuno,yyyymmdd,sharetype,securitytype,securitysubtype,usincflg,issuertype,primaryexch,conditionaltype,tradingstatusflg,dlycaldt,dlydelflg,dlyprc,dlyprcflg,dlycap,dlycapflg,dlyprevprc,dlyprevprcflg,dlyprevdt,dlyprevcap,dlyprevcapflg,dlyret,dlyretx,dlyreti,dlyretmissflg,dlyretdurflg,dlyorddivamt,dlynonorddivamt,dlyfacprc,dlydistretflg,dlyvol,dlyclose,dlylow,dlyhigh,dlybid,dlyask,dlyopen,dlynumtrd,dlymmcnt,dlyprcvol,dlycumfacpr,dlycumfacshr,cusip,ticker,exchangetier,shrout
84398,78462F10,46699,6726,0,20101108,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-08,N,122.49,TR,84570770.7,BP,122.725,TR,2010-11-05,84733021.75,PB,-0.001915,-0.001915,0.0,NA,D3,0.0,0.0,1.0,NO,155901600.0,122.49,121.94,122.69,122.53,122.54,122.34,,,19096386984.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101109,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-09,N,121.61,TR,83963192.3,BP,122.49,TR,2010-11-08,84570770.7,PB,-0.007184,-0.007184,0.0,NA,D1,0.0,0.0,1.0,NO,186621600.0,121.61,121.12,122.95,121.59,121.6,122.82,,,22695052776.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101110,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-10,N,122.1,TR,84301503.0,BP,121.61,TR,2010-11-09,83963192.3,PB,0.004029,0.004029,0.0,NA,D1,0.0,0.0,1.0,NO,221387400.0,122.1,120.66,122.16,122.07,122.08,121.58,,,27031401540.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101111,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-11,N,121.635,TR,83980453.05,BP,122.1,TR,2010-11-10,84301503.0,PB,-0.003808,-0.003808,0.0,NA,D1,0.0,0.0,1.0,NO,158017600.0,121.635,120.68,121.82,121.65,121.66,121.05,,,19220470776.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101112,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-12,N,120.198,TR,82988305.14,BP,121.635,TR,2010-11-11,83980453.05,PB,-0.011814,-0.011814,0.0,NA,D1,0.0,0.0,1.0,NO,239068800.0,120.198,119.65,121.35,120.19,120.2,120.82,,,28735591622.4,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101115,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-15,N,120.03,TR,82872312.9,BP,120.198,TR,2010-11-12,82988305.14,PB,-0.001398,-0.001398,0.0,NA,D3,0.0,0.0,1.0,NO,163940700.0,120.03,119.98,121.05,120.02,120.03,120.58,,,19677802221.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101116,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-16,N,118.16,TR,81581208.8,BP,120.03,TR,2010-11-15,82872312.9,PB,-0.015579,-0.015579,0.0,NA,D1,0.0,0.0,1.0,NO,300331900.0,118.16,117.59,119.49,118.14,118.15,119.29,,,35487217304.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101117,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-17,N,118.218,TR,81621253.74,BP,118.16,TR,2010-11-16,81581208.8,PB,0.000491,0.000491,0.0,NA,D1,0.0,0.0,1.0,NO,172308800.0,118.218,117.86,118.71,118.21,118.22,118.21,,,20370001718.4,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101118,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-18,N,119.9575,TR,82822256.72,BP,118.218,TR,2010-11-17,81621253.74,PB,0.014714,0.014714,0.0,NA,D1,0.0,0.0,1.0,NO,197723700.0,119.9575,119.35,120.39,119.97,119.98,119.36,,,23718440742.8,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101119,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-19,N,120.29,TR,83051824.7,BP,119.9575,TR,2010-11-18,82822256.72,PB,0.002772,0.002772,0.0,NA,D1,0.0,0.0,1.0,NO,156852800.0,120.29,119.25,120.34,120.28,120.29,119.9,,,18867823312.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101122,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-22,N,120.19,TR,82982781.7,BP,120.29,TR,2010-11-19,83051824.7,PB,-0.000831,-0.000831,0.0,NA,D3,0.0,0.0,1.0,NO,181592200.0,120.19,118.77,120.24,120.15,120.16,119.69,,,21825566518.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101123,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-23,N,118.4475,TR,81779707.42,BP,120.19,TR,2010-11-22,82982781.7,PB,-0.014498,-0.014498,0.0,NA,D1,0.0,0.0,1.0,NO,222308900.0,118.4475,117.99,119.015,118.42,118.43,118.77,,,26331933432.8,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101124,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-24,N,120.2,TR,82989686.0,BP,118.4475,TR,2010-11-23,81779707.42,PB,0.014796,0.014796,0.0,NA,D1,0.0,0.0,1.0,NO,140159100.0,120.2,119.18,120.23,120.18,120.19,119.2,,,16847123820.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101126,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-26,N,118.8,TR,82023084.0,BP,120.2,TR,2010-11-24,82989686.0,PB,-0.011647,-0.011647,0.0,NA,D2,0.0,0.0,1.0,NO,76007700.0,118.8,118.8,119.81,119.3,119.31,119.16,,,9029714760.0,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101129,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-29,N,119.162,TR,82273019.66,BP,118.8,TR,2010-11-26,82023084.0,PB,0.003047,0.003047,0.0,NA,D3,0.0,0.0,1.0,NO,223642200.0,119.162,117.74,119.48,119.16,119.17,118.5,,,26649651836.4,1.0,1.0,78462F10,SPY,N/A,690430
84398,78462F10,46699,6726,0,20101130,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-11-30,N,118.4925,TR,80454037.65,BP,119.162,TR,2010-11-29,82273019.66,PB,-0.005618,-0.005618,0.0,NA,D1,0.0,0.0,1.0,NO,233930600.0,118.4925,117.81,119.17,118.44,118.45,117.98,,,27719021620.5,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101201,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-01,N,121.01,TR,82163369.8,BP,118.4925,TR,2010-11-30,80454037.65,PB,0.021246,0.021246,0.0,NA,D1,0.0,0.0,1.0,NO,221037100.0,121.01,120.19,121.24,121.0,121.01,120.2,,,26747699471.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101202,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-02,N,122.56,TR,83215788.8,BP,121.01,TR,2010-12-01,82163369.8,PB,0.012809,0.012809,0.0,NA,D1,0.0,0.0,1.0,NO,191213600.0,122.56,121.13,122.65,122.56,122.57,121.2,,,23435138816.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101203,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-03,N,122.89,TR,83439852.2,BP,122.56,TR,2010-12-02,83215788.8,PB,0.002693,0.002693,0.0,NA,D1,0.0,0.0,1.0,NO,151288800.0,122.89,122.11,123.03,122.86,122.87,122.14,,,18591880632.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101206,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-06,N,122.76,TR,83351584.8,BP,122.89,TR,2010-12-03,83439852.2,PB,-0.001058,-0.001058,0.0,NA,D3,0.0,0.0,1.0,NO,103050400.0,122.76,122.5,123.04,122.73,122.74,122.63,,,12650467104.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101207,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-07,N,122.83,TR,83399113.4,BP,122.76,TR,2010-12-06,83351584.8,PB,0.00057,0.00057,0.0,NA,D1,0.0,0.0,1.0,NO,206580900.0,122.83,122.76,124.01,122.82,122.83,123.94,,,25374331947.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101208,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-08,N,123.28,TR,83704654.4,BP,122.83,TR,2010-12-07,83399113.4,PB,0.003664,0.003664,0.0,NA,D1,0.0,0.0,1.0,NO,138019200.0,123.28,122.41,123.38,123.25,123.26,122.98,,,17015006976.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101209,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-09,N,123.76,TR,84030564.8,BP,123.28,TR,2010-12-08,83704654.4,PB,0.003894,0.003894,0.0,NA,D1,0.0,0.0,1.0,NO,123705100.0,123.76,123.15,124.02,123.78,123.79,123.97,,,15309743176.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101210,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-10,N,124.48,TR,84519430.4,BP,123.76,TR,2010-12-09,84030564.8,PB,0.005818,0.005818,0.0,NA,D1,0.0,0.0,1.0,NO,117571600.0,124.48,123.73,124.6,124.5,124.51,124.14,,,14635312768.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101213,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-13,N,124.56,TR,84573748.8,BP,124.48,TR,2010-12-10,84519430.4,PB,0.000643,0.000643,0.0,NA,D3,0.0,0.0,1.0,NO,133812600.0,124.56,124.52,125.2,124.55,124.56,125.05,,,16667697456.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101214,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-14,N,124.67,TR,84648436.6,BP,124.56,TR,2010-12-13,84573748.8,PB,0.000883,0.000883,0.0,NA,D1,0.0,0.0,1.0,NO,147249600.0,124.67,124.29,125.23,124.65,124.66,124.75,,,18357607632.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101215,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-15,N,124.098,TR,84260060.04,BP,124.67,TR,2010-12-14,84648436.6,PB,-0.004588,-0.004588,0.0,NA,D1,0.0,0.0,1.0,NO,160823000.0,124.098,123.89,124.93,124.09,124.1,124.44,,,19957812654.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101216,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-16,N,124.82,TR,84750283.6,BP,124.098,TR,2010-12-15,84260060.04,PB,0.005818,0.005818,0.0,NA,D1,0.0,0.0,1.0,NO,185035200.0,124.82,123.75,124.91,124.79,124.8,124.18,,,23096093664.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101217,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-17,N,124.3,TR,84397214.0,BP,124.82,TR,2010-12-16,84750283.6,PB,0.001064,-0.004166,0.00523,NA,D1,0.65276,0.0,1.0,C1,141075200.0,124.3,123.82,124.46,124.33,124.34,124.08,,,17535647360.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101220,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-20,N,124.6,TR,84600908.0,BP,124.3,TR,2010-12-17,84397214.0,PB,0.002414,0.002414,0.0,NA,D3,0.0,0.0,1.0,NO,119085400.0,124.6,123.98,124.9,124.57,124.58,124.64,,,14838040840.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101221,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-21,N,125.39,TR,85137302.2,BP,124.6,TR,2010-12-20,84600908.0,PB,0.00634,0.00634,0.0,NA,D1,0.0,0.0,1.0,NO,94965400.0,125.39,124.87,125.47,125.35,125.36,124.99,,,11907711506.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101222,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-22,N,125.78,TR,85402104.4,BP,125.39,TR,2010-12-21,85137302.2,PB,0.00311,0.00311,0.0,NA,D1,0.0,0.0,1.0,NO,78878100.0,125.78,125.41,125.82,125.77,125.78,125.48,,,9921287418.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101223,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-23,N,125.6,TR,85279888.0,BP,125.78,TR,2010-12-22,85402104.4,PB,-0.001431,-0.001431,0.0,NA,D1,0.0,0.0,1.0,NO,70079200.0,125.6,125.29,125.78,125.59,125.6,125.64,,,8801947520.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101227,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-27,N,125.65,TR,85313837.0,BP,125.6,TR,2010-12-23,85279888.0,PB,0.000398,0.000398,0.0,NA,D4,0.0,0.0,1.0,NO,58126000.0,125.65,125.04,125.77,125.66,125.67,125.13,,,7303531900.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101228,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-28,N,125.83,TR,85436053.4,BP,125.65,TR,2010-12-27,85313837.0,PB,0.001433,0.001433,0.0,NA,D1,0.0,0.0,1.0,NO,55309000.0,125.83,125.5,125.95,125.79,125.81,125.9,,,6959531470.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101229,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-29,N,125.92,TR,85497161.6,BP,125.83,TR,2010-12-28,85436053.4,PB,0.000715,0.000715,0.0,NA,D1,0.0,0.0,1.0,NO,58033000.0,125.92,125.9,126.2,125.93,125.94,125.98,,,7307515360.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101230,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-30,N,125.72,TR,85361365.6,BP,125.92,TR,2010-12-29,85497161.6,PB,-0.001588,-0.001588,0.0,NA,D1,0.0,0.0,1.0,NO,76616900.0,125.72,125.53,126.13,125.76,125.77,125.8,,,9632276668.0,1.0,1.0,78462F10,SPY,N/A,678980
84398,78462F10,46699,6726,0,20101231,NS,FUND,ETF,Y,ACOR,R,RW,A,2010-12-31,N,125.75,TR,90965035.0,BP,125.72,TR,2010-12-30,85361365.6,PB,0.000239,0.000239,0.0,NA,D1,0.0,0.0,1.0,NO,91270200.0,125.75,125.33,125.87,125.79,125.8,125.53,,,11477227650.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110103,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-03,N,127.05,TR,91905429.0,BP,125.75,TR,2010-12-31,90965035.0,PB,0.010338,0.010338,0.0,NA,D3,0.0,0.0,1.0,NO,138725200.0,127.05,125.6969,127.6,127.04,127.05,126.71,,,17625036660.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110104,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-04,N,126.98,TR,91854792.4,BP,127.05,TR,2011-01-03,91905429.0,PB,-0.000551,-0.000551,0.0,NA,D1,0.0,0.0,1.0,NO,137409700.0,126.98,126.19,127.37,126.92,126.93,127.33,,,17448283706.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110105,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-05,N,127.64,TR,92332223.2,BP,126.98,TR,2011-01-04,91854792.4,PB,0.005198,0.005198,0.0,NA,D1,0.0,0.0,1.0,NO,133975200.0,127.64,126.46,127.725,127.62,127.63,126.58,,,17100594528.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110106,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-06,N,127.39,TR,92151378.2,BP,127.64,TR,2011-01-05,92332223.2,PB,-0.001959,-0.001959,0.0,NA,D1,0.0,0.0,1.0,NO,122519000.0,127.39,127.01,127.83,127.39,127.39,127.69,,,15607695410.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110107,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-07,N,127.14,TR,91970533.2,BP,127.39,TR,2011-01-06,92151378.2,PB,-0.001962,-0.001962,0.0,NA,D1,0.0,0.0,1.0,NO,156034600.0,127.14,126.15,127.77,127.12,127.13,127.56,,,19838239044.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110110,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-10,N,126.98,TR,91854792.4,BP,127.14,TR,2011-01-07,91970533.2,PB,-0.001258,-0.001258,0.0,NA,D3,0.0,0.0,1.0,NO,122401600.0,126.98,126.2,127.16,126.98,126.98,126.58,,,15542555168.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110111,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-11,N,127.43,TR,92180313.4,BP,126.98,TR,2011-01-10,91854792.4,PB,0.003544,0.003544,0.0,NA,D1,0.0,0.0,1.0,NO,110286900.0,127.43,126.95,127.74,127.42,127.43,127.44,,,14053859667.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110112,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-12,N,128.58,TR,93012200.4,BP,127.43,TR,2011-01-11,92180313.4,PB,0.009025,0.009025,0.0,NA,D1,0.0,0.0,1.0,NO,107929100.0,128.58,127.4621,128.72,128.59,128.6,128.21,,,13877523678.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110113,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-13,N,128.37,TR,92860290.6,BP,128.58,TR,2011-01-12,93012200.4,PB,-0.001633,-0.001633,0.0,NA,D1,0.0,0.0,1.0,NO,129229100.0,128.37,128.05,128.69,128.41,128.4,128.63,,,16589139567.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110114,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-14,N,129.3,TR,93533034.0,BP,128.37,TR,2011-01-13,92860290.6,PB,0.007245,0.007245,0.0,NA,D1,0.0,0.0,1.0,NO,117677900.0,129.3,128.1,129.33,129.28,129.29,128.19,,,15215752470.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110118,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-18,N,129.52,TR,93692177.6,BP,129.3,TR,2011-01-14,93533034.0,PB,0.001701,0.001701,0.0,NA,D4,0.0,0.0,1.0,NO,114401200.0,129.52,129.03,129.64,129.53,129.54,129.18,,,14817243424.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110119,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-19,N,128.25,TR,92773485.0,BP,129.52,TR,2011-01-18,93692177.6,PB,-0.009805,-0.009805,0.0,NA,D1,0.0,0.0,1.0,NO,151958300.0,128.25,127.91,129.5357,128.24,128.25,129.41,,,19488651975.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110120,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-20,N,128.08,TR,92650510.4,BP,128.25,TR,2011-01-19,92773485.0,PB,-0.001326,-0.001326,0.0,NA,D1,0.0,0.0,1.0,NO,175745600.0,128.08,127.13,128.4,128.09,128.1,127.96,,,22509496448.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110121,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-21,N,128.37,TR,92860290.6,BP,128.08,TR,2011-01-20,92650510.4,PB,0.002264,0.002264,0.0,NA,D1,0.0,0.0,1.0,NO,151462900.0,128.37,128.23,129.17,128.39,128.4,128.88,,,19443292473.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110124,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-24,N,129.1,TR,93388358.0,BP,128.37,TR,2011-01-21,92860290.6,PB,0.005687,0.005687,0.0,NA,D3,0.0,0.0,1.0,NO,113715400.0,129.1,128.26,129.25,129.12,129.13,128.285,,,14680658140.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110125,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-25,N,129.17,TR,93438994.6,BP,129.1,TR,2011-01-24,93388358.0,PB,0.000542,0.000542,0.0,NA,D1,0.0,0.0,1.0,NO,167552100.0,129.17,128.11,129.28,129.14,129.15,128.76,,,21642704757.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110126,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-26,N,129.67,TR,93800684.6,BP,129.17,TR,2011-01-25,93438994.6,PB,0.003871,0.003871,0.0,NA,D1,0.0,0.0,1.0,NO,141281400.0,129.67,129.23,130.05,129.67,129.68,129.49,,,18319959138.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110127,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-27,N,129.99,TR,94032166.2,BP,129.67,TR,2011-01-26,93800684.6,PB,0.002468,0.002468,0.0,NA,D1,0.0,0.0,1.0,NO,123302600.0,129.99,129.47,130.21,130.01,130.02,129.7,,,16028104974.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110128,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-28,N,127.72,TR,92390093.6,BP,129.99,TR,2011-01-27,94032166.2,PB,-0.017463,-0.017463,0.0,NA,D1,0.0,0.0,1.0,NO,295637200.0,127.72,127.51,130.35,127.68,127.69,130.14,,,37758783184.0,1.0,1.0,78462F10,SPY,N/A,723380
84398,78462F10,46699,6726,0,20110131,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-01-31,N,128.68,TR,95677440.4,BP,127.72,TR,2011-01-28,92390093.6,PB,0.007516,0.007516,0.0,NA,D3,0.0,0.0,1.0,NO,149249100.0,128.68,127.75,128.78,128.67,128.68,128.07,,,19205374188.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110201,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-01,N,130.74,TR,97209112.2,BP,128.68,TR,2011-01-31,95677440.4,PB,0.016009,0.016009,0.0,NA,D1,0.0,0.0,1.0,NO,167194200.0,130.74,129.3801,130.97,130.74,130.75,129.46,,,21858969708.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110202,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-02,N,130.485,TR,97019512.05,BP,130.74,TR,2011-02-01,97209112.2,PB,-0.00195,-0.00195,0.0,NA,D1,0.0,0.0,1.0,NO,118323600.0,130.485,130.33,130.84,130.46,130.47,130.4,,,15439454946.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110203,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-03,N,130.78,TR,97238853.4,BP,130.485,TR,2011-02-02,97019512.05,PB,0.002261,0.002261,0.0,NA,D1,0.0,0.0,1.0,NO,145886600.0,130.78,129.57,130.98,130.77,130.78,130.26,,,19079049548.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110204,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-04,N,131.15,TR,97513959.5,BP,130.78,TR,2011-02-03,97238853.4,PB,0.002829,0.002829,0.0,NA,D1,0.0,0.0,1.0,NO,134634700.0,131.15,130.23,131.2,131.14,131.15,130.83,,,17657340905.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110207,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-07,N,131.97,TR,98123654.1,BP,131.15,TR,2011-02-04,97513959.5,PB,0.006252,0.006252,0.0,NA,D3,0.0,0.0,1.0,NO,112439000.0,131.97,131.43,132.4,131.97,131.98,131.44,,,14838574830.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110208,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-08,N,132.57,TR,98569772.1,BP,131.97,TR,2011-02-07,98123654.1,PB,0.004546,0.004546,0.0,NA,D1,0.0,0.0,1.0,NO,99072700.0,132.57,131.73,132.64,132.58,132.59,132.09,,,13134067839.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110209,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-09,N,132.269,TR,98345969.57,BP,132.57,TR,2011-02-08,98569772.1,PB,-0.002271,-0.002271,0.0,NA,D1,0.0,0.0,1.0,NO,146436600.0,132.269,131.61,132.63,132.27,132.28,132.21,,,19369022645.4,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110210,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-10,N,132.321,TR,98384633.13,BP,132.269,TR,2011-02-09,98345969.57,PB,0.000393,0.000393,0.0,NA,D1,0.0,0.0,1.0,NO,162708500.0,132.321,131.3,132.47,132.33,132.34,131.6,,,21529751428.5,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110211,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-11,N,133.11,TR,98971278.3,BP,132.321,TR,2011-02-10,98384633.13,PB,0.005963,0.005963,0.0,NA,D1,0.0,0.0,1.0,NO,137716400.0,133.11,131.77,133.28,133.12,133.13,131.8,,,18331430004.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110214,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-14,N,133.43,TR,99209207.9,BP,133.11,TR,2011-02-11,98971278.3,PB,0.002404,0.002404,0.0,NA,D3,0.0,0.0,1.0,NO,101691100.0,133.43,132.88,133.54,133.42,133.43,133.03,,,13568643473.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110215,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-15,N,133.01,TR,98896925.3,BP,133.43,TR,2011-02-14,99209207.9,PB,-0.003148,-0.003148,0.0,NA,D1,0.0,0.0,1.0,NO,119575400.0,133.01,132.3167,133.22,133.01,133.02,133.02,,,15904723954.0,1.0,1.0,78462F10,SPY,N/A,743530
84398,78462F10,46699,6726,0,20110216,NS,FUND,ETF,Y,ACOR,R,RW,A,2011-02-16,N,133.85,TR,99521490.5,BP,133.01,TR,2011-02-15,98896925.3,PB,0.006315,0.006315,0.0,NA,D1,0.0,0.0,1.0,NO,130183400.0,133.85,133.19,134.01,133.82,133.83,133.46,,,17425048090.0,1.0,1.0,78462F10,SPY,N/A,743530
